FENESIS_ID	FENESIS_Name_English	FENESIS_Name_latin	FENESIS_description	FMA_Info
204.27	Middle temporal artery	Arteria temporalis media	 Branch supplying the middle portion of the temporal lobe. C  //	FMA49666:Middle temporal artery
204.28	Posterior temporal artery	Arteria temporalis posterior	 Branch supplying the posterior portion of the temporal lobe. C  //	FMA50458:Posterior temporal artery
204.29	Terminal part	Pars terminalis (pars corticalis)	 Terminal ramifications of the middle cerebral artery  //	:
204.31	Artery of precentral sulcus	Arteria sulci precentralis	  //	FMA50479:Artery of precentral sulcus
204.32	Artery of postcentral sulcus	Arteria sulci postcentralis	  //	FMA50482:Artery of postcentral sulcus
204.33	Anterior and posterior parietal arteries	Arteriae parietales anterior et posterior	 Branches that supply the parietal lobe. C  //	FMA50485:Anterior parietal artery
204.34	Artery of angular gyrus	Arteria gyri angularis	  //	FMA50475:Branch of middle cerebral artery to angular gyrus
206.1	SUBCLAVIAN ARTERY	Arteria subclavia	 It lodges between the scalenus anterior and medius in the groove for the subclavian artery on the 1st rib. At the lateral margin of the 1st rib it continues as the axillary artery.  //	FMA3951:Subclavian artery
206.2	Vertebral artery	Arteria vertebralis	 It originates behind the scalenus anterior, passes through the foramina transversaria cranially from C6?C1, and then, after proceeding over the arch of the atlas behind its lateral mass, runs anteriorly through the posterior atlanto-occipital membrane and the foramen magnum into the cranial cavity. A B  //	FMA3956:Vertebral artery
206.4	Vertebral part of vertebral artery	Pars transversaria (cervicalis)	 It ascends through the foramina transversia of C6 to C1.  //	FMA50494:Cervical part of vertebral artery
206.5	Spinal branches	Rami spinales (radiculares)	 Branches passing with the spinal nerves to supply the spinal cord, the meningeal coverings of the spinal cord and the vertebral bodies.  //	FMA50505:Spinal branch of vertebral artery
206.6	Muscular branches	Rami musculares	 They supply the surrounding muscles.  //	FMA50506:Muscular branch of vertebral artery
206.7	Atlantal (suboccipital) part	Pars atlantica	 Portion of the vertebral artery that winds around the atlas and occupies the suboccipital triangle.  //	FMA50495:Atlantic part of vertebral artery
206.8	Intracranial part of vertebral artery	Pars intracranialis	 It lies within the cranium.  //	FMA50496:Intracranial part of vertebral artery
206.9	Anterior meningeal branch	Ramus meningeus [anterior]	 Branch at the anterior circumference of the foramen magnum.  It supplies bone and dura. //	FMA50515:Meningeal branch of vertebral artery
206.10	Posterior meningeal branch	Ramus meningeus [posterior]	 Branch at the posterior circumference of the foramen magnum.  It supplies bone and dura. //	FMA50515:Meningeal branch of vertebral artery
206.11	Anterior spinal artery	Arteria spinalis anterior	 The right and left arteries join to form an unpaired vessel in the anterior median fissure of the spinal cord. A  //	FMA50531:Anterior spinal artery
206.12	Posterior inferior cerebellar artery (PICA)	Arteria inferior posterior cerebelli	 It mainly supplies the lower posterior portion of the cerebellum. [A-E]  //	FMA50518:Posterior inferior cerebellar artery
206.13	Choroid branch of PICA?	Ramus choroideus ventriculi quarti	 It supplies the choroid plexus of the fourth ventricle.  //	FMA50528:Choroidal branch of posterior inferior cerebellar artery to fourth ventricle
206.14	Tonsillar branch of PICA?	Ramus tonsillae cerebelli	 Branch that supplies the tonsil of the cerebellum  //	FMA50525:Cerebellar tonsillar branch of posterior inferior cerebellar artery
206.15	Medial and lateral medullary branches of PICArteria 		 Rami medullares medialis et lateralis.  Branches that supply the medulla oblongata and the inferior cerebellar peduncle //	:
206.16	Posterior spinal artery	Arteria spinalis posterior	 Slender longitudinal vessel, occasionally paired, behind the spinal cord.  It arises intracranially from the posterior inferior cerebellar artery or the vertebral artery. B //	FMA50522:Posterior spinal artery
206.17	Basilar artery	Arteria basilaris	 Unpaired, thick trunk that extends from the right and left vertebral arteries to its termination as the posterior cerebral arteries. A B  //	FMA50542:Basilar artery
206.18	Anterior inferior cerebellar artery	Arteria inferior anterior cerebelli	 It supplies the anterior part of the inferior surface of the cerebellum. B  //	FMA50544:Anterior inferior cerebellar artery
206.19	Labyrinthine artery	Arteria labyrinthi [ramus meatus acustici interni]	 Branch of the anterior inferior cerebral artery (or basilar artery) that accompanies the vestibulocochlear nerve into the inner ear. B  //	FMA50548:Labyrinthine artery
206.20	Pontine arteries	Arteriae pontis	 Branches that supply the pons. B  //	FMA50560:Pontine artery
206.21	Mesencephalic arteries	Arteriae mesencephalicae	  //	:
206.22	Superior cerebellar artery	Arteria superior cerebelli	 It passes around the mesencephalon and through the cisterna ambiens to the surface of the cerebellum below the tentorium. B  //	FMA50573:Superior cerebellar artery
206.23	Posterior cerebral artery	Arteria cerebri posterior	 Terminal branch of basilar artery.  It supplies the occipital lobe and 2/3 of the temporal lobe of the cerebrum. B C //	FMA50583:Posterior cerebral artery
206.24	Precommunical part of posterior cerebral artery	Pars precommunicalis	 Short trunk which extends up to the entrance of the posterior communicating artery.  //	FMA50590:Precommunicating part of posterior cerebral artery
206.25	Posteromedial central arteries	Arteriae centrales posteromediales	 Branches in the posterior perforated substance that supply the thalamus, lateral wall of third ventricle and globus pallidus.  //	FMA50587:Posteromedial central branch of posterior cerebral artery
206.26	Postcommunical part of posterior cerebral artery	Pars postcommunicalis	 It is that portion following the posterior communicating artery.  It curves around the mesencephalon and passes through the cisterna ambiens and tentorial notch to the inferior surface of the cerebrum. //	FMA50591:Postcommunicating part of posterior cerebral artery
206.27	Posterolateral central arteries	Arteriae centrales posterolaterales	 Individual branches that supply the posterior portion of the thalamus, the quadrigeminal plate, pineal body and the medial geniculate body.  //	FMA50628:Posterolateral central branch of posterior cerebral artery
206.28	Thalamic branches	Rami thalamici	 Branches to posterior portion of thalamus.  //	FMA50624:Thalamoperforating artery
206.29	Posteromedial choroid branches	Rami choroidei posteriores mediales	 Branches in the roof of the third ventricle.  //	FMA50630:Posterior medial choroidal artery
206.31	Peduncular branches	Rami pedunculares	 Branches that supply the cerebral peduncles.  //	FMA50632:Peduncular branch of posterior cerebral artery
208.1	Terminal portion of posterior cerebral artery	Pars terminalis (corticalis)	 It supplies almost exclusively the posterior cerebral cortex mainly at the base of the brain  //	:
208.2	Lateral occipital artery	Arteria occipitalis lateralis	 Trunk for the three temporal lobe arteries. A  //	FMA50633:Lateral occipital artery
208.3	Anterior temporal branches	Rami temporales anteriores	  //	FMA50648:Anterior temporal branch of lateral occipital artery
208.4	Middle temporal branches	Rami temporales (intermedii mediales)	  //	FMA50649:Middle temporal branch of lateral occipital artery
208.5	Posterior temporal branches	Rami temporales posteriores	  //	FMA50650:Posterior temporal branch of lateral occipital artery
208.6	Medial occipital artery	Arteria occipitalis medialis	 Twig for the sagittal surface of the posterior half of the cerebrum. A  //	FMA50638:Medial occipital artery
208.7	Dorsal branch to corpus callosum	Ramus corporis callosi dorsalis	 Small, short branch to the splenium of the corpus callosum.  //	FMA50652:Splenial artery
208.8	Parietal branch	Ramus parietalis	 Anterior branch to posterior portion of the parietal lobe.  //	FMA50653:Parietal branch of medial occipital artery
208.9	Parieto-occipital branch	Ramus parietooccipitalis	 It supplies the parieto-occipital sulcus. A  //	FMA50654:Parietal occipital artery
208.10	Calcarine branch	Ramus calcarinus	 It supplies the calcarine sulcus. A  //	FMA50655:Calcarine artery
208.11	Occipitotemporal branch	Ramus occipitotemporalis	 Lower branch extending into the temporal lobe. A  //	FMA50656:Occipitotemporal branch of medial occipital artery
208.12	Cerebral arterial circle Circle of Willis	Circulus arteriosus cerebri Willisii	 Anastomosing arterial circle between the main tributaries of the cerebrum, i. e., between the internal carotid and the posterior cerebral arteries. B  //	FMA50454:Cerebral arterial circle
208.13	Internal carotid artery	Arteria carotis interna	 Main anterior tributary in the cranial cavity //	FMA3947:Internal carotid artery
208.14	Anterior cerebral artery	Arteria cerebri anterior	 Anterior terminal branch of internal carotid artery. It supplies chiefly the greater portion of the medial and orbital surfaces of the cerebrum.  //	FMA50028:Anterior cerebral artery
208.15	Anterior communicating artery	Arteria communicans anterior	 Anastomosis between right and left anterior cerebral arteries.  //	FMA50169:Anterior communicating artery
208.16	Anteromedial central arteries	Arteriae centrales anteromediales	 Short branches penetrating equally into the base of the brain.  //	FMA70788:Set of anteromedial central arteries
208.17	Middle cerebral artery	Arteria cerebri media	 Lateral terminal branch of internal carotid artery.  It frequently gives off the posterior communicating artery. //	FMA50079:Middle cerebral artery
208.18	Posterior communicating artery	Arteria communicans posterior	 Paired anastomoses between the internal carotid or middle cerebral artery and the posterior cerebral artery. A  //	FMA50084:Posterior communicating artery
208.19	Chiasmatic branch	Ramus chiasmaticus	 Branch to the optic chiasm.  //	FMA50411:Chiasmatic branch of posterior communicating artery
208.20	Oculomotor nerve branch	Ramus nervi oculomotorii	  //	FMA50451:Branch of posterior communicating artery to oculomotor nerve
208.21	Thalamic branch	Ramus thalamicus	 Long branch which passes to the thalamus from below. A  //	FMA50424:Thalamotuberal artery
208.22	Hypothalamic branch	Ramus hypothalamicus	 Branch to the hypothalamus. A  //	FMA50427:Hypothalamic branch of posterior communicating artery
208.23	Branch to tail of caudate nucleus	Ramus caudae nuclei caudati	 It is located medial to the choroid fissure.  //	:
208.24	Posterior cerebral artery	Arteria cerebri posterior	 Paired terminal branch of basilar artery. Since the latter is formed by the union of the right and left vertebral arteries, this produces a strong anastomosis of both vertebral arteries. A  //	FMA50583:Posterior cerebral artery
210.1	Internal thoracic mammary artery	Arteria thoracica interna arteria mammaria interna	 It arises from the subclavian artery and descends along the anterior, inner surface of the thorax as far as the diaphragm. A  //	FMA3960:Internal thoracic artery
