#Model:BodyParts3D
#Version:4.0
#Tree:is_a
#FJID	BPID	FMA_ID	FMA_Name
FJ3002	BP8430	FMA68723	Basal branch of right anterior basal segmental artery
FJ3003	BP8430	FMA68723	Basal branch of right anterior basal segmental artery
FJ3004	BP8092	FMA68728	Lateral branch of right lateral basal segmental artery
FJ3005	BP8092	FMA68728	Lateral branch of right lateral basal segmental artery
FJ3006	BP8092	FMA68728	Lateral branch of right lateral basal segmental artery
FJ3007	BP8092	FMA68728	Lateral branch of right lateral basal segmental artery
FJ3008	BP8110	FMA68741	Mediobasal branch of right posterior basal segmental artery
FJ3009	BP9225	FMA68735	Accessory subsuperior branch of right posterior basal segmental artery
FJ3010	BP9225	FMA68735	Accessory subsuperior branch of right posterior basal segmental artery
FJ3011	BP8199	FMA68665	Anterior part of right apical segmental artery
FJ3012	BP8110	FMA68741	Mediobasal branch of right posterior basal segmental artery
FJ3013	BP8169	FMA68738	Laterobasal branch of right posterior basal segmental artery
FJ3014	BP8169	FMA68738	Laterobasal branch of right posterior basal segmental artery
FJ3015	BP8255	FMA68662	Apical part of right apical segmental artery
FJ3016	BP8255	FMA68662	Apical part of right apical segmental artery
FJ3017	BP8255	FMA68662	Apical part of right apical segmental artery
FJ3018	BP7996	FMA68670	Apical part of right posterior segmental artery
FJ3019	BP8968	FMA50872	Right pulmonary artery
FJ3020	BP8580	FMA49914	Right superior pulmonary vein
FJ3021	BP9179	FMA68928	Inferior part of right anterior segmental vein
FJ3022	BP9003	FMA8663	Right posterior segmental vein
FJ3023	BP9003	FMA8663	Right posterior segmental vein
FJ3024	BP9003	FMA8663	Right posterior segmental vein
FJ3025	BP9003	FMA8663	Right posterior segmental vein
FJ3026	BP9003	FMA8663	Right posterior segmental vein
FJ3027	BP8277	FMA68926	Superior part of right anterior segmental vein
FJ3028	BP8705	FMA8662	Right anterior segmental vein
FJ3029	BP8705	FMA8662	Right anterior segmental vein
FJ3030	BP7839	FMA68982	Superior part of medial segmental vein
FJ3031	BP8135	FMA68880	Trunk of right apical segmental vein
FJ3032	BP8634	FMA68983	Inferior part of medial segmental vein
FJ3033	BP8634	FMA68983	Inferior part of medial segmental vein
FJ3034	BP8453	FMA68945	Anterior part of lateral segmental vein
FJ3035	BP8453	FMA68945	Anterior part of lateral segmental vein
FJ3036	BP8453	FMA68945	Anterior part of lateral segmental vein
FJ3037	BP8148	FMA68944	Posterior part of lateral segmental vein
FJ3038	BP8148	FMA68944	Posterior part of lateral segmental vein
FJ3039	BP8148	FMA68944	Posterior part of lateral segmental vein
FJ3040	BP8784	FMA49911	Right inferior pulmonary vein
FJ3041	BP7968	FMA9428	Right posterior basal segmental vein
FJ3042	BP8641	FMA68921	Anterior part of right apical segmental vein
FJ3043	BP7968	FMA9428	Right posterior basal segmental vein
FJ3044	BP7968	FMA9428	Right posterior basal segmental vein
FJ3045	BP7968	FMA9428	Right posterior basal segmental vein
FJ3046	BP7968	FMA9428	Right posterior basal segmental vein
FJ3047	BP7968	FMA9428	Right posterior basal segmental vein
FJ3048	BP7968	FMA9428	Right posterior basal segmental vein
FJ3049	BP7953	FMA8673	Right anterior basal segmental vein
FJ3050	BP7980	FMA8670	Right superior segmental vein
FJ3051	BP7980	FMA8670	Right superior segmental vein
FJ3052	BP7980	FMA8670	Right superior segmental vein
FJ3053	BP8641	FMA68921	Anterior part of right apical segmental vein
FJ3054	BP8612	FMA9422	Right medial basal segmental vein
FJ3055	BP8612	FMA9422	Right medial basal segmental vein
FJ3056	BP7953	FMA8673	Right anterior basal segmental vein
FJ3057	BP7968	FMA9428	Right posterior basal segmental vein
FJ3058	BP7968	FMA9428	Right posterior basal segmental vein
FJ3059	BP7877	FMA9425	Right lateral basal segmental vein
FJ3060	BP7877	FMA9425	Right lateral basal segmental vein
FJ3061	BP7877	FMA9425	Right lateral basal segmental vein
FJ3062	BP7877	FMA9425	Right lateral basal segmental vein
FJ3063	BP7980	FMA8670	Right superior segmental vein
FJ3064	BP8325	FMA8681	Apical part of right apical segmental vein
FJ3065	BP7980	FMA8670	Right superior segmental vein
FJ3066	BP7980	FMA8670	Right superior segmental vein
FJ3067	BP8325	FMA8681	Apical part of right apical segmental vein
FJ3068	BP8325	FMA8681	Apical part of right apical segmental vein
FJ3069	BP9003	FMA8663	Right posterior segmental vein
FJ3070	BP9003	FMA8663	Right posterior segmental vein
FJ3129	BP9014	FMA15630	Left adrenal gland
FJ3130	BP9132	FMA15629	Right adrenal gland
FJ3131	BP8798	FMA13295	Diaphragm
FJ3132	BP9224	FMA19618	Corpus cavernosum of penis
FJ3133	BP8470	FMA19617	Corpus spongiosum of penis
FJ3134	BP8793	FMA18247	Glans penis
FJ3135	BP8796	FMA19236	Left deferent duct
FJ3136	BP8772	FMA18257	Left epididymis
FJ3137	BP9064	FMA19388	Left seminal vesicle
FJ3138	BP8578	FMA7212	Left testis
FJ3139	BP8469	FMA9600	Prostate
FJ3140	BP9116	FMA19235	Right deferent duct
FJ3141	BP8141	FMA18256	Right epididymis
FJ3142	BP9204	FMA7211	Right testis
FJ3143	BP8530	FMA19387	Right seminal vesicle
FJ3144	BP8750	FMA15572	Left ureter
FJ3145	BP9289	FMA7205	Left kidney
FJ3146	BP8912	FMA15571	Right ureter
FJ3147	BP8907	FMA7204	Right kidney
FJ3148	BP9098	FMA19667	Urethra
FJ3149	BP8497	FMA15900	Urinary bladder
FJ3150	BP8666	FMA71195	Left lobe of thymus
FJ3151	BP9220	FMA71194	Right lobe of thymus
FJ3152	BP8768	FMA16586	Right hip bone
FJ3153	BP7865	FMA7488	Xiphoid process
FJ3154	BP8412	FMA10037	Tenth thoracic vertebra
FJ3155	BP8043	FMA10059	Eleventh thoracic vertebra
FJ3156	BP9250	FMA10081	Twelfth thoracic vertebra
FJ3157	BP8948	FMA13072	First lumbar vertebra
FJ3158	BP8981	FMA9165	First thoracic vertebra
FJ3159	BP8995	FMA13073	Second lumbar vertebra
FJ3160	BP8475	FMA9187	Second thoracic vertebra
FJ3161	BP9108	FMA12521	Third cervical vertebra
FJ3162	BP8227	FMA13074	Third lumbar vertebra
FJ3163	BP8726	FMA9209	Third thoracic vertebra
FJ3164	BP8003	FMA12522	Fourth cervical vertebra
FJ3165	BP8133	FMA13075	Fourth lumbar vertebra
FJ3166	BP9156	FMA9248	Fourth thoracic vertebra
FJ3167	BP8835	FMA12523	Fifth cervical vertebra
FJ3168	BP8280	FMA13076	Fifth lumbar vertebra
FJ3169	BP8643	FMA9922	Fifth thoracic vertebra
FJ3170	BP7845	FMA12524	Sixth cervical vertebra
FJ3171	BP8303	FMA9945	Sixth thoracic vertebra
FJ3172	BP7979	FMA12525	Seventh cervical vertebra
FJ3173	BP8840	FMA9968	Seventh thoracic vertebra
FJ3174	BP9221	FMA9991	Eighth thoracic vertebra
FJ3175	BP8178	FMA10014	Ninth thoracic vertebra
FJ3176	BP8831	FMA12519	Atlas
FJ3177	BP8459	FMA12520	Axis
FJ3178	BP8989	FMA7487	Body of sternum
FJ3179	BP8108	FMA32653	Distal phalanx of left second toe
FJ3180	BP7955	FMA32655	Distal phalanx of left third toe
FJ3181	BP8789	FMA32657	Distal phalanx of left fourth toe
FJ3182	BP9247	FMA32651	Distal phalanx of left big toe
FJ3183	BP8295	FMA23953	Distal phalanx of left index finger
FJ3184	BP8799	FMA23959	Distal phalanx of left little finger
FJ3185	BP8818	FMA32659	Distal phalanx of left little toe
FJ3186	BP8844	FMA23955	Distal phalanx of left middle finger
FJ3187	BP9065	FMA23957	Distal phalanx of left ring finger
FJ3188	BP9118	FMA23951	Distal phalanx of left thumb
FJ3189	BP8472	FMA32652	Distal phalanx of right second toe
FJ3190	BP9005	FMA32654	Distal phalanx of right third toe
FJ3191	BP9261	FMA32656	Distal phalanx of right fourth toe
FJ3192	BP9282	FMA32650	Distal phalanx of right big toe
FJ3193	BP8939	FMA24460	Distal phalanx of right index finger
FJ3194	BP8637	FMA24463	Distal phalanx of right little finger
FJ3195	BP8695	FMA32658	Distal phalanx of right little toe
FJ3196	BP8483	FMA24461	Distal phalanx of right middle finger
FJ3197	BP7961	FMA24462	Distal phalanx of right ring finger
FJ3198	BP8436	FMA24459	Distal phalanx of right thumb
FJ3199	BP8991	FMA52740	Ethmoid
FJ3200	BP8209	FMA52734	Frontal bone
FJ3201	BP8836	FMA52749	Hyoid bone
FJ3202	BP9151	FMA25058	Intervertebral disk of axis
FJ3203	BP9269	FMA13501	Intervertebral disk of fourth thoracic vertebra
FJ3204	BP8610	FMA13502	Intervertebral disk of fifth thoracic vertebra
FJ3205	BP8652	FMA13503	Intervertebral disk of sixth thoracic vertebra
FJ3206	BP8433	FMA13504	Intervertebral disk of seventh thoracic vertebra
FJ3207	BP8829	FMA13505	Intervertebral disk of eighth thoracic vertebra
FJ3208	BP8704	FMA13506	Intervertebral disk of ninth thoracic vertebra
FJ3209	BP9069	FMA13507	Intervertebral disk of tenth thoracic vertebra
FJ3210	BP7810	FMA13508	Intervertebral disk of eleventh thoracic vertebra
FJ3211	BP7812	FMA10446	Intervertebral disk
FJ3212	BP8891	FMA16033	Intervertebral disk of first lumbar vertebra
FJ3213	BP9201	FMA13896	Intervertebral disk of third cervical vertebra
FJ3214	BP8683	FMA16034	Intervertebral disk of second lumbar vertebra
FJ3215	BP8046	FMA16035	Intervertebral disk of third lumbar vertebra
FJ3216	BP8261	FMA16036	Intervertebral disk of fourth lumbar vertebra
FJ3217	BP8781	FMA16037	Intervertebral disk of fifth lumbar vertebra
FJ3218	BP8718	FMA13897	Intervertebral disk of fourth cervical vertebra
FJ3219	BP7934	FMA13898	Intervertebral disk of fifth cervical vertebra
FJ3220	BP9190	FMA13899	Intervertebral disk of sixth cervical vertebra
FJ3221	BP8243	FMA13900	Intervertebral disk of seventh cervical vertebra
FJ3222	BP9158	FMA10458	Intervertebral disk of first thoracic vertebra
FJ3223	BP8514	FMA13495	Intervertebral disk of second thoracic vertebra
FJ3224	BP9007	FMA13500	Intervertebral disk of third thoracic vertebra
FJ3225	BP9155	FMA8472	Left tenth rib
FJ3226	BP9097	FMA8532	Left eleventh rib
FJ3227	BP9061	FMA8534	Left twelfth rib
FJ3228	BP8800	FMA7987	Left first rib
FJ3229	BP8996	FMA8012	Left second rib
FJ3230	BP8357	FMA8039	Left third rib
FJ3231	BP8081	FMA8148	Left fourth rib
FJ3232	BP8479	FMA8093	Left fifth rib
FJ3233	BP9041	FMA8202	Left sixth rib
FJ3234	BP9230	FMA8256	Left seventh rib
FJ3235	BP8708	FMA8310	Left eighth rib
FJ3236	BP8438	FMA8391	Left ninth rib
FJ3237	BP8841	FMA13323	Left clavicle
FJ3239	BP8731	FMA8005	Left first costal cartilage
FJ3240	BP8887	FMA24465	Left first metacarpal bone
FJ3241	BP8160	FMA24508	Left first metatarsal bone
FJ3242	BP8420	FMA8031	Left second costal cartilage
FJ3243	BP8909	FMA24467	Left second metacarpal bone
FJ3244	BP8915	FMA24510	Left second metatarsal bone
FJ3245	BP8752	FMA8058	Left third costal cartilage
FJ3246	BP8863	FMA24469	Left third metacarpal bone
FJ3247	BP8967	FMA24512	Left third metatarsal bone
FJ3248	BP8773	FMA8167	Left fourth costal cartilage
FJ3249	BP9203	FMA24471	Left fourth metacarpal bone
FJ3250	BP8511	FMA24514	Left fourth metatarsal bone
FJ3251	BP8787	FMA8112	Left fifth costal cartilage
FJ3252	BP8000	FMA24473	Left fifth metacarpal bone
FJ3253	BP9237	FMA24516	Left fifth metatarsal bone
FJ3254	BP8340	FMA8221	Left sixth costal cartilage
FJ3255	BP8527	FMA8275	Left seventh costal cartilage
FJ3256	BP8533	FMA24498	Left calcaneus
FJ3257	BP7959	FMA24447	Left capitate
FJ3258	BP8538	FMA24529	Left cuboid bone
FJ3259	BP9042	FMA24475	Left femur
FJ3260	BP8251	FMA24481	Left fibula
FJ3261	BP8883	FMA24449	Left hamate
FJ3262	BP9191	FMA23131	Left humerus
FJ3263	BP9034	FMA54738	Left inferior nasal concha
FJ3264	BP8520	FMA24524	Left intermediate cuneiform bone
FJ3265	BP8103	FMA53646	Left lacrimal bone
FJ3266	BP8272	FMA45098	Sesamoid bone of left foot
FJ3267	BP8347	FMA24526	Left lateral cuneiform bone
FJ3268	BP8493	FMA24438	Left lunate
FJ3269	BP9046	FMA53650	Left maxilla
FJ3270	BP8272	FMA45098	Sesamoid bone of left foot
FJ3271	BP8774	FMA24522	Left medial cuneiform bone
FJ3272	BP8558	FMA53648	Left nasal bone
FJ3273	BP7930	FMA53656	Left palatine bone
FJ3274	BP9209	FMA52789	Left parietal bone
FJ3275	BP8378	FMA24487	Left patella
FJ3276	BP8957	FMA24442	Left pisiform
FJ3277	BP9059	FMA23465	Left radius
FJ3278	BP8122	FMA24436	Left scaphoid
FJ3279	BP9121	FMA13396	Left scapula
FJ3280	BP9187	FMA24483	Left talus
FJ3281	BP7991	FMA52739	Left temporal bone
FJ3282	BP9202	FMA24478	Left tibia
FJ3283	BP9024	FMA24444	Left trapezium
FJ3284	BP9272	FMA24445	Left trapezoid
FJ3285	BP8583	FMA24440	Left triquetral
FJ3286	BP9070	FMA23468	Left ulna
FJ3287	BP8495	FMA52893	Left zygomatic bone
FJ3288	BP8950	FMA16587	Left hip bone
FJ3289	BP8107	FMA52748	Mandible
FJ3290	BP8562	FMA7486	Manubrium
FJ3291	BP8611	FMA23942	Middle phalanx of left ring finger
FJ3292	BP8451	FMA24457	Middle phalanx of right ring finger
FJ3293	BP7873	FMA32643	Middle phalanx of left second toe
FJ3294	BP7748	FMA32645	Middle phalanx of left third toe
FJ3295	BP9004	FMA32647	Middle phalanx of left fourth toe
FJ3296	BP9063	FMA23938	Middle phalanx of left index finger
FJ3297	BP8595	FMA23944	Middle phalanx of left little finger
FJ3298	BP9035	FMA230988	Middle phalanx of left little toe
FJ3299	BP8456	FMA23940	Middle phalanx of left middle finger
FJ3300	BP8488	FMA32642	Middle phalanx of right second toe
FJ3301	BP9047	FMA32644	Middle phalanx of right third toe
FJ3302	BP8576	FMA32646	Middle phalanx of right fourth toe
FJ3303	BP8523	FMA24455	Middle phalanx of right index finger
FJ3304	BP8491	FMA24458	Middle phalanx of right little finger
FJ3305	BP9234	FMA230986	Middle phalanx of right little toe
FJ3306	BP9150	FMA24456	Middle phalanx of right middle finger
FJ3307	BP8599	FMA24501	Navicular bone of left foot
FJ3308	BP9133	FMA24500	Navicular bone of right foot
FJ3309	BP9177	FMA52735	Occipital bone
FJ3310	BP8785	FMA43253	Proximal phalanx of right big toe
FJ3311	BP8837	FMA32637	Proximal phalanx of left third toe
FJ3312	BP8346	FMA32639	Proximal phalanx of left fourth toe
FJ3313	BP8328	FMA71915	Proximal phalanx of left index finger
FJ3314	BP8710	FMA66791	Proximal phalanx of left little finger
FJ3315	BP8594	FMA32641	Proximal phalanx of left little toe
FJ3316	BP8864	FMA71908	Proximal phalanx of left middle finger
FJ3317	BP7936	FMA71916	Proximal phalanx of left ring finger
FJ3318	BP7897	FMA65470	Proximal phalanx of left thumb
FJ3319	BP9196	FMA32634	Proximal phalanx of right second toe
FJ3320	BP8762	FMA32636	Proximal phalanx of right third toe
FJ3321	BP8281	FMA32638	Proximal phalanx of right fourth toe
FJ3322	BP8914	FMA24451	Proximal phalanx of right index finger
FJ3323	BP8100	FMA24454	Proximal phalanx of right little finger
FJ3324	BP8417	FMA32640	Proximal phalanx of right little toe
FJ3325	BP9025	FMA24452	Proximal phalanx of right middle finger
FJ3326	BP8330	FMA24453	Proximal phalanx of right ring finger
FJ3327	BP8017	FMA24450	Proximal phalanx of right thumb
FJ3328	BP9088	FMA32635	Proximal phalanx of left second toe
FJ3329	BP8653	FMA43254	Proximal phalanx of left big toe
FJ3330	BP8407	FMA8445	Right tenth rib
FJ3331	BP8951	FMA8531	Right eleventh rib
FJ3332	BP9236	FMA8533	Right twelfth rib
FJ3333	BP8434	FMA7875	Right first costal cartilage
FJ3334	BP8341	FMA7857	Right first rib
FJ3335	BP8906	FMA7886	Right second costal cartilage
FJ3336	BP9279	FMA7882	Right second rib
FJ3337	BP9006	FMA7913	Right third costal cartilage
FJ3338	BP8969	FMA7909	Right third rib
FJ3339	BP8536	FMA7976	Right fourth costal cartilage
FJ3340	BP9092	FMA7957	Right fourth rib
FJ3341	BP8822	FMA8070	Right fifth costal cartilage
FJ3342	BP8792	FMA8066	Right fifth rib
FJ3343	BP7868	FMA8194	Right sixth costal cartilage
FJ3344	BP8881	FMA8175	Right sixth rib
FJ3345	BP8368	FMA8248	Right seventh costal cartilage
FJ3346	BP8211	FMA8229	Right seventh rib
FJ3347	BP9073	FMA8283	Right eighth rib
FJ3348	BP9181	FMA8364	Right ninth rib
FJ3349	BP8464	FMA23464	Right radius
FJ3350	BP8547	FMA24464	Right first metacarpal bone
FJ3351	BP8230	FMA24507	Right first metatarsal bone
FJ3352	BP8219	FMA24466	Right second metacarpal bone
FJ3353	BP8627	FMA24509	Right second metatarsal bone
FJ3354	BP8629	FMA24468	Right third metacarpal bone
FJ3355	BP8802	FMA24511	Right third metatarsal bone
FJ3356	BP8444	FMA24470	Right fourth metacarpal bone
FJ3357	BP9130	FMA24513	Right fourth metatarsal bone
FJ3358	BP8925	FMA24472	Right fifth metacarpal bone
FJ3359	BP7912	FMA24515	Right fifth metatarsal bone
FJ3360	BP9040	FMA24497	Right calcaneus
FJ3361	BP8528	FMA24446	Right capitate
FJ3362	BP9271	FMA13322	Right clavicle
FJ3364	BP8873	FMA24528	Right cuboid bone
FJ3365	BP8920	FMA24474	Right femur
FJ3366	BP8009	FMA24480	Right fibula
FJ3367	BP9266	FMA24448	Right hamate
FJ3368	BP9206	FMA23130	Right humerus
FJ3369	BP8413	FMA54737	Right inferior nasal concha
FJ3370	BP9110	FMA24523	Right intermediate cuneiform bone
FJ3371	BP8741	FMA53645	Right lacrimal bone
FJ3372	BP8756	FMA45097	Sesamoid bone of right foot
FJ3373	BP8730	FMA24525	Right lateral cuneiform bone
FJ3374	BP9284	FMA24437	Right lunate
FJ3375	BP8309	FMA53649	Right maxilla
FJ3376	BP8756	FMA45097	Sesamoid bone of right foot
FJ3377	BP8830	FMA24521	Right medial cuneiform bone
FJ3378	BP9060	FMA53647	Right nasal bone
FJ3379	BP8406	FMA53655	Right palatine bone
FJ3380	BP9057	FMA52788	Right parietal bone
FJ3381	BP8390	FMA24486	Right patella
FJ3382	BP8770	FMA24441	Right pisiform
FJ3383	BP8724	FMA24435	Right scaphoid
FJ3384	BP9101	FMA13395	Right scapula
FJ3385	BP8033	FMA24482	Right talus
FJ3386	BP8875	FMA52738	Right temporal bone
FJ3387	BP8031	FMA24477	Right tibia
FJ3388	BP8566	FMA24443	Right trapezium
FJ3389	BP7880	FMA23725	Right trapezoid
FJ3390	BP8307	FMA24439	Right triquetral
FJ3391	BP8233	FMA23467	Right ulna
FJ3392	BP8777	FMA52892	Right zygomatic bone
FJ3393	BP9174	FMA16202	Sacrum
FJ3394	BP8498	FMA52736	Sphenoid bone
FJ3395	BP8776	FMA9710	Vomer
FJ2386	BP6172	FMA70447	Caudate lobe branch of right hepatic artery
FJ2394	BP6171	FMA71708	Right lobe branch of right hepatic artery
FJ2404	BP5788	FMA15415	Left portal vein
FJ2405	BP5787	FMA15414	Right portal vein
FJ2409	BP6444	FMA15745	Hepatovenous segment VII
FJ2414	BP5819	FMA14340	Middle hepatic vein
FJ2415	BP5820	FMA14339	Left hepatic vein
FJ2416	BP5818	FMA14338	Right hepatic vein
