#Model:BodyParts3D
#Version:4.1
#Tree:is_a
#FJID	BPID	FMA_ID	FMA_Name
FJ3673	BP14930	FMA55563	Left inferior parathyroid gland
FJ2989	BP12211	FMA68665	Anterior part of right apical segmental artery
FJ2990	BP14521	FMA68693	Superior branch of medial segmental artery
FJ2991	BP13395	FMA68712	Lateral branch of right superior segmental artery
FJ2992	BP13395	FMA68712	Lateral branch of right superior segmental artery
FJ2993	BP13395	FMA68712	Lateral branch of right superior segmental artery
FJ2994	BP14540	FMA68706	Medial branch of right superior segmental artery
FJ2995	BP14540	FMA68706	Medial branch of right superior segmental artery
FJ2996	BP14540	FMA68706	Medial branch of right superior segmental artery
FJ2997	BP12316	FMA68709	Superior branch of right superior segmental artery
FJ2998	BP12316	FMA68709	Superior branch of right superior segmental artery
FJ2999	BP12316	FMA68709	Superior branch of right superior segmental artery
FJ3000	BP12211	FMA68665	Anterior part of right apical segmental artery
FJ3001	BP12567	FMA68725	Lateral branch of right anterior basal segmental artery
FJ3002	BP12333	FMA68723	Basal branch of right anterior basal segmental artery
FJ3003	BP12333	FMA68723	Basal branch of right anterior basal segmental artery
FJ3004	BP12152	FMA68728	Lateral branch of right lateral basal segmental artery
FJ3005	BP12152	FMA68728	Lateral branch of right lateral basal segmental artery
FJ3006	BP12152	FMA68728	Lateral branch of right lateral basal segmental artery
FJ3007	BP12152	FMA68728	Lateral branch of right lateral basal segmental artery
FJ3008	BP12165	FMA68741	Mediobasal branch of right posterior basal segmental artery
FJ3009	BP12815	FMA68735	Accessory subsuperior branch of right posterior basal segmental artery
FJ3010	BP12815	FMA68735	Accessory subsuperior branch of right posterior basal segmental artery
FJ3011	BP12211	FMA68665	Anterior part of right apical segmental artery
FJ3012	BP12165	FMA68741	Mediobasal branch of right posterior basal segmental artery
FJ3013	BP13220	FMA68738	Laterobasal branch of right posterior basal segmental artery
FJ3014	BP13220	FMA68738	Laterobasal branch of right posterior basal segmental artery
FJ3015	BP14492	FMA68662	Apical part of right apical segmental artery
FJ3016	BP14492	FMA68662	Apical part of right apical segmental artery
FJ3017	BP14492	FMA68662	Apical part of right apical segmental artery
FJ3018	BP12121	FMA68670	Apical part of right posterior segmental artery
FJ3019	BP14638	FMA50872	Right pulmonary artery
FJ3020	BP13490	FMA49914	Right superior pulmonary vein
FJ3021	BP10764	FMA68928	Inferior part of right anterior segmental vein
FJ3022	BP14652	FMA8663	Right posterior segmental vein
FJ3023	BP14652	FMA8663	Right posterior segmental vein
FJ3024	BP14652	FMA8663	Right posterior segmental vein
FJ3025	BP14652	FMA8663	Right posterior segmental vein
FJ3026	BP14652	FMA8663	Right posterior segmental vein
FJ3027	BP12247	FMA68926	Superior part of right anterior segmental vein
FJ3028	BP12540	FMA8662	Right anterior segmental vein
FJ3029	BP12540	FMA8662	Right anterior segmental vein
FJ3030	BP14110	FMA68982	Superior part of medial segmental vein
FJ3031	BP13397	FMA68880	Trunk of right apical segmental vein
FJ3032	BP12485	FMA68983	Inferior part of medial segmental vein
FJ3033	BP12485	FMA68983	Inferior part of medial segmental vein
FJ3034	BP12345	FMA68945	Anterior part of lateral segmental vein
FJ3035	BP12345	FMA68945	Anterior part of lateral segmental vein
FJ3036	BP12345	FMA68945	Anterior part of lateral segmental vein
FJ3037	BP12065	FMA68944	Posterior part of lateral segmental vein
FJ3038	BP12065	FMA68944	Posterior part of lateral segmental vein
FJ3039	BP12065	FMA68944	Posterior part of lateral segmental vein
FJ3040	BP12601	FMA49911	Right inferior pulmonary vein
FJ3041	BP14272	FMA9428	Right posterior basal segmental vein
FJ3042	BP12491	FMA68921	Anterior part of right apical segmental vein
FJ3043	BP14272	FMA9428	Right posterior basal segmental vein
FJ3044	BP14272	FMA9428	Right posterior basal segmental vein
FJ3045	BP14272	FMA9428	Right posterior basal segmental vein
FJ3046	BP14272	FMA9428	Right posterior basal segmental vein
FJ3047	BP14272	FMA9428	Right posterior basal segmental vein
FJ3048	BP14272	FMA9428	Right posterior basal segmental vein
FJ3049	BP14251	FMA8673	Right anterior basal segmental vein
FJ3050	BP12116	FMA8670	Right superior segmental vein
FJ3051	BP12116	FMA8670	Right superior segmental vein
FJ3052	BP12116	FMA8670	Right superior segmental vein
FJ3053	BP12491	FMA68921	Anterior part of right apical segmental vein
FJ3054	BP12468	FMA9422	Right medial basal segmental vein
FJ3055	BP12468	FMA9422	Right medial basal segmental vein
FJ3056	BP14251	FMA8673	Right anterior basal segmental vein
FJ3057	BP14272	FMA9428	Right posterior basal segmental vein
FJ3058	BP14272	FMA9428	Right posterior basal segmental vein
FJ3059	BP14069	FMA9425	Right lateral basal segmental vein
FJ3060	BP14069	FMA9425	Right lateral basal segmental vein
FJ3061	BP14069	FMA9425	Right lateral basal segmental vein
FJ3062	BP14069	FMA9425	Right lateral basal segmental vein
FJ3063	BP12116	FMA8670	Right superior segmental vein
FJ3064	BP12268	FMA8681	Apical part of right apical segmental vein
FJ3065	BP12116	FMA8670	Right superior segmental vein
FJ3066	BP12116	FMA8670	Right superior segmental vein
FJ3067	BP12268	FMA8681	Apical part of right apical segmental vein
FJ3068	BP12268	FMA8681	Apical part of right apical segmental vein
FJ3069	BP14652	FMA8663	Right posterior segmental vein
FJ3070	BP14652	FMA8663	Right posterior segmental vein
FJ3129	BP14662	FMA15630	Left adrenal gland
FJ3130	BP12772	FMA15629	Right adrenal gland
FJ3131	BP12615	FMA13295	Diaphragm
FJ3132	BP12814	FMA19618	Corpus cavernosum of penis
FJ3133	BP13741	FMA19617	Corpus spongiosum of penis
FJ3134	BP12610	FMA18247	Glans penis
FJ3135	BP12613	FMA19236	Left deferent duct
FJ3136	BP12591	FMA18257	Left epididymis
FJ3137	BP13612	FMA19388	Left seminal vesicle
FJ3138	BP12441	FMA7212	Left testis
FJ3139	BP12356	FMA9600	Prostate
FJ3140	BP12769	FMA19235	Right deferent duct
FJ3141	BP14475	FMA18256	Right epididymis
FJ3142	BP12799	FMA7211	Right testis
FJ3143	BP12402	FMA19387	Right seminal vesicle
FJ3144	BP12573	FMA15572	Left ureter
FJ3145	BP14783	FMA7205	Left kidney
FJ3146	BP14610	FMA15571	Right ureter
FJ3147	BP12690	FMA7204	Right kidney
FJ3148	BP12759	FMA19667	Urethra
FJ3149	BP12380	FMA15900	Urinary bladder
FJ3150	BP14583	FMA71195	Left lobe of thymus
FJ3151	BP12810	FMA71194	Right lobe of thymus
FJ3152	BP12587	FMA16586	Right hip bone
FJ3153	BP14381	FMA7488	Xiphoid process
FJ3154	BP12317	FMA10037	Tenth thoracic vertebra
FJ3155	BP14437	FMA10059	Eleventh thoracic vertebra
FJ3156	BP14763	FMA10081	Twelfth thoracic vertebra
FJ3157	BP14628	FMA13072	First lumbar vertebra
FJ3158	BP14640	FMA9165	First thoracic vertebra
FJ3159	BP14649	FMA13073	Second lumbar vertebra
FJ3160	BP13489	FMA9187	Second thoracic vertebra
FJ3161	BP12763	FMA12521	Third cervical vertebra
FJ3162	BP12221	FMA13074	Third lumbar vertebra
FJ3163	BP12553	FMA9209	Third thoracic vertebra
FJ3164	BP12124	FMA12522	Fourth cervical vertebra
FJ3165	BP14461	FMA13075	Fourth lumbar vertebra
FJ3166	BP14721	FMA9248	Fourth thoracic vertebra
FJ3167	BP12643	FMA12523	Fifth cervical vertebra
FJ3168	BP13842	FMA13076	Fifth lumbar vertebra
FJ3169	BP12493	FMA9922	Fifth thoracic vertebra
FJ3170	BP13297	FMA12524	Sixth cervical vertebra
FJ3171	BP12260	FMA9945	Sixth thoracic vertebra
FJ3172	BP14417	FMA12525	Seventh cervical vertebra
FJ3173	BP12647	FMA9968	Seventh thoracic vertebra
FJ3174	BP12811	FMA9991	Eighth thoracic vertebra
FJ3175	BP12194	FMA10014	Ninth thoracic vertebra
FJ3176	BP13527	FMA12519	Atlas
FJ3177	BP12348	FMA12520	Axis
FJ3178	BP12725	FMA7487	Body of sternum
FJ3179	BP12164	FMA32653	Distal phalanx of left second toe
FJ3180	BP14253	FMA32655	Distal phalanx of left third toe
FJ3181	BP12606	FMA32657	Distal phalanx of left fourth toe
FJ3182	BP14760	FMA32651	Distal phalanx of left big toe
FJ3183	BP12255	FMA23953	Distal phalanx of left index finger
FJ3184	BP12616	FMA23959	Distal phalanx of left little finger
FJ3185	BP12631	FMA32659	Distal phalanx of left little toe
FJ3186	BP14595	FMA23955	Distal phalanx of left middle finger
FJ3187	BP14682	FMA23957	Distal phalanx of left ring finger
FJ3188	BP12052	FMA23951	Distal phalanx of left thumb
FJ3189	BP12358	FMA32652	Distal phalanx of right second toe
FJ3190	BP14654	FMA32654	Distal phalanx of right third toe
FJ3191	BP12827	FMA32656	Distal phalanx of right fourth toe
FJ3192	BP14780	FMA32650	Distal phalanx of right big toe
FJ3193	BP12702	FMA24460	Distal phalanx of right index finger
FJ3194	BP12488	FMA24463	Distal phalanx of right little finger
FJ3195	BP12531	FMA32658	Distal phalanx of right little toe
FJ3196	BP12367	FMA24461	Distal phalanx of right middle finger
FJ3197	BP14261	FMA24462	Distal phalanx of right ring finger
FJ3198	BP13578	FMA24459	Distal phalanx of right thumb
FJ3199	BP12726	FMA52740	Ethmoid
FJ3200	BP14480	FMA52734	Frontal bone
FJ3201	BP14594	FMA52749	Hyoid bone
FJ3202	BP12781	FMA25058	Intervertebral disk of axis
FJ3203	BP12829	FMA13501	Intervertebral disk of fourth thoracic vertebra
FJ3204	BP12467	FMA13502	Intervertebral disk of fifth thoracic vertebra
FJ3205	BP12500	FMA13503	Intervertebral disk of sixth thoracic vertebra
FJ3206	BP12336	FMA13504	Intervertebral disk of seventh thoracic vertebra
FJ3207	BP12639	FMA13505	Intervertebral disk of eighth thoracic vertebra
FJ3208	BP12539	FMA13506	Intervertebral disk of ninth thoracic vertebra
FJ3209	BP12751	FMA13507	Intervertebral disk of tenth thoracic vertebra
FJ3210	BP13509	FMA13508	Intervertebral disk of eleventh thoracic vertebra
FJ3211	BP14360	FMA10446	Intervertebral disk
FJ3212	BP14598	FMA16033	Intervertebral disk of first lumbar vertebra
FJ3213	BP14746	FMA13896	Intervertebral disk of third cervical vertebra
FJ3214	BP12522	FMA16034	Intervertebral disk of second lumbar vertebra
FJ3215	BP13244	FMA16035	Intervertebral disk of third lumbar vertebra
FJ3216	BP12240	FMA16036	Intervertebral disk of fourth lumbar vertebra
FJ3217	BP12598	FMA16037	Intervertebral disk of fifth lumbar vertebra
FJ3218	BP12547	FMA13897	Intervertebral disk of fourth cervical vertebra
FJ3219	BP14404	FMA13898	Intervertebral disk of fifth cervical vertebra
FJ3220	BP12793	FMA13899	Intervertebral disk of sixth cervical vertebra
FJ3221	BP12233	FMA13900	Intervertebral disk of seventh cervical vertebra
FJ3222	BP14723	FMA10458	Intervertebral disk of first thoracic vertebra
FJ3223	BP12391	FMA13495	Intervertebral disk of second thoracic vertebra
FJ3224	BP14656	FMA13500	Intervertebral disk of third thoracic vertebra
FJ3225	BP12784	FMA8472	Left tenth rib
FJ3226	BP12758	FMA8532	Left eleventh rib
FJ3227	BP14679	FMA8534	Left twelfth rib
FJ3228	BP12617	FMA7987	Left first rib
FJ3229	BP12727	FMA8012	Left second rib
FJ3230	BP14520	FMA8039	Left third rib
FJ3231	BP12149	FMA8148	Left fourth rib
FJ3232	BP12980	FMA8093	Left fifth rib
FJ3233	BP12743	FMA8202	Left sixth rib
FJ3234	BP14755	FMA8256	Left seventh rib
FJ3235	BP12543	FMA8310	Left eighth rib
FJ3236	BP10775	FMA8391	Left ninth rib
FJ3237	BP13383	FMA13323	Left clavicle
FJ3239	BP12557	FMA8005	Left first costal cartilage
FJ3240	BP12683	FMA24465	Left first metacarpal bone
FJ3241	BP13123	FMA24508	Left first metatarsal bone
FJ3242	BP12324	FMA8031	Left second costal cartilage
FJ3243	BP12691	FMA24467	Left second metacarpal bone
FJ3244	BP14613	FMA24510	Left second metatarsal bone
FJ3245	BP12046	FMA8058	Left third costal cartilage
FJ3246	BP13594	FMA24469	Left third metacarpal bone
FJ3247	BP14637	FMA24512	Left third metatarsal bone
FJ3248	BP12592	FMA8167	Left fourth costal cartilage
FJ3249	BP14748	FMA24471	Left fourth metacarpal bone
FJ3250	BP12388	FMA24514	Left fourth metatarsal bone
FJ3251	BP12604	FMA8112	Left fifth costal cartilage
FJ3252	BP13474	FMA24473	Left fifth metacarpal bone
FJ3253	BP12819	FMA24516	Left fifth metatarsal bone
FJ3254	BP12277	FMA8221	Left sixth costal cartilage
FJ3255	BP12071	FMA8275	Left seventh costal cartilage
FJ3256	BP12406	FMA24498	Left calcaneus
FJ3257	BP13601	FMA24447	Left capitate
FJ3258	BP12409	FMA24529	Left cuboid bone
FJ3259	BP12744	FMA24475	Left femur
FJ3260	BP14808	FMA24481	Left fibula
FJ3261	BP12679	FMA24449	Left hamate
FJ3262	BP12794	FMA23131	Left humerus
FJ3263	BP12738	FMA54738	Left inferior nasal concha
FJ3264	BP12395	FMA24524	Left intermediate cuneiform bone
FJ3265	BP12161	FMA53646	Left lacrimal bone
FJ3266	BP12246	FMA45098	Sesamoid bone of left foot
FJ3267	BP13878	FMA24526	Left lateral cuneiform bone
FJ3268	BP12376	FMA24438	Left lunate
FJ3269	BP12747	FMA53650	Left maxilla
FJ3270	BP12246	FMA45098	Sesamoid bone of left foot
FJ3271	BP12593	FMA24522	Left medial cuneiform bone
FJ3272	BP12425	FMA53648	Left nasal bone
FJ3273	BP14402	FMA53656	Left palatine bone
FJ3274	BP14751	FMA52789	Left parietal bone
FJ3275	BP12296	FMA24487	Left patella
FJ3276	BP12707	FMA24442	Left pisiform
FJ3277	BP13610	FMA23465	Left radius
FJ3278	BP12167	FMA24436	Left scaphoid
FJ3279	BP14706	FMA13396	Left scapula
FJ3280	BP12791	FMA24483	Left talus
FJ3281	BP12118	FMA52739	Left temporal bone
FJ3282	BP14747	FMA24478	Left tibia
FJ3283	BP14668	FMA24444	Left trapezium
FJ3284	BP12832	FMA24445	Left trapezoid
FJ3285	BP12444	FMA24440	Left triquetral
FJ3286	BP12752	FMA23468	Left ulna
FJ3287	BP12378	FMA52893	Left zygomatic bone
FJ3288	BP14630	FMA16587	Left hip bone
FJ3289	BP12049	FMA52748	Mandible
FJ3290	BP12428	FMA7486	Manubrium
FJ3291	BP11062	FMA23942	Middle phalanx of left ring finger
FJ3292	BP14543	FMA24457	Middle phalanx of right ring finger
FJ3293	BP13460	FMA32643	Middle phalanx of left second toe
FJ3294	BP14016	FMA32645	Middle phalanx of left third toe
FJ3295	BP14653	FMA32647	Middle phalanx of left fourth toe
FJ3296	BP14681	FMA23938	Middle phalanx of left index finger
FJ3297	BP12454	FMA23944	Middle phalanx of left little finger
FJ3298	BP12739	FMA230988	Middle phalanx of left little toe
FJ3299	BP14544	FMA23940	Middle phalanx of left middle finger
FJ3300	BP12371	FMA32642	Middle phalanx of right second toe
FJ3301	BP12748	FMA32644	Middle phalanx of right third toe
FJ3302	BP12440	FMA32646	Middle phalanx of right fourth toe
FJ3303	BP13189	FMA24455	Middle phalanx of right index finger
FJ3304	BP12374	FMA24458	Middle phalanx of right little finger
FJ3305	BP12816	FMA230986	Middle phalanx of right little toe
FJ3306	BP12780	FMA24456	Middle phalanx of right middle finger
FJ3307	BP12458	FMA24501	Navicular bone of left foot
FJ3308	BP12773	FMA24500	Navicular bone of right foot
FJ3309	BP12788	FMA52735	Occipital bone
FJ3310	BP12602	FMA43253	Proximal phalanx of right big toe
FJ3311	BP12644	FMA32637	Proximal phalanx of left third toe
FJ3312	BP13877	FMA32639	Proximal phalanx of left fourth toe
FJ3313	BP13873	FMA71915	Proximal phalanx of left index finger
FJ3314	BP14588	FMA66791	Proximal phalanx of left little finger
FJ3315	BP12453	FMA32641	Proximal phalanx of left little toe
FJ3316	BP12662	FMA71908	Proximal phalanx of left middle finger
FJ3317	BP12101	FMA71916	Proximal phalanx of left ring finger
FJ3318	BP14391	FMA65470	Proximal phalanx of left thumb
FJ3319	BP12797	FMA32634	Proximal phalanx of right second toe
FJ3320	BP12582	FMA32636	Proximal phalanx of right third toe
FJ3321	BP12250	FMA32638	Proximal phalanx of right fourth toe
FJ3322	BP14612	FMA24451	Proximal phalanx of right index finger
FJ3323	BP12064	FMA24454	Proximal phalanx of right little finger
FJ3324	BP12322	FMA32640	Proximal phalanx of right little toe
FJ3325	BP12733	FMA24452	Proximal phalanx of right middle finger
FJ3326	BP13188	FMA24453	Proximal phalanx of right ring finger
FJ3327	BP12131	FMA24450	Proximal phalanx of right thumb
FJ3328	BP12756	FMA32635	Proximal phalanx of left second toe
FJ3329	BP12501	FMA43254	Proximal phalanx of left big toe
FJ3330	BP12314	FMA8445	Right tenth rib
FJ3331	BP14631	FMA8531	Right eleventh rib
FJ3332	BP12818	FMA8533	Right twelfth rib
FJ3333	BP10669	FMA7875	Right first costal cartilage
FJ3334	BP12278	FMA7857	Right first rib
FJ3335	BP12689	FMA7886	Right second costal cartilage
FJ3336	BP14778	FMA7882	Right second rib
FJ3337	BP14655	FMA7913	Right third costal cartilage
FJ3338	BP12713	FMA7909	Right third rib
FJ3339	BP12408	FMA7976	Right fourth costal cartilage
FJ3340	BP14697	FMA7957	Right fourth rib
FJ3341	BP12633	FMA8070	Right fifth costal cartilage
FJ3342	BP12609	FMA8066	Right fifth rib
FJ3343	BP14383	FMA8194	Right sixth costal cartilage
FJ3344	BP12678	FMA8175	Right sixth rib
FJ3345	BP12290	FMA8248	Right seventh costal cartilage
FJ3346	BP14481	FMA8229	Right seventh rib
FJ3347	BP12755	FMA8283	Right eighth rib
FJ3348	BP14739	FMA8364	Right ninth rib
FJ3349	BP12352	FMA23464	Right radius
FJ3350	BP12417	FMA24464	Right first metacarpal bone
FJ3351	BP12224	FMA24507	Right first metatarsal bone
FJ3352	BP12218	FMA24466	Right second metacarpal bone
FJ3353	BP12479	FMA24509	Right second metatarsal bone
FJ3354	BP12480	FMA24468	Right third metacarpal bone
FJ3355	BP12619	FMA24511	Right third metatarsal bone
FJ3356	BP12341	FMA24470	Right fourth metacarpal bone
FJ3357	BP14714	FMA24513	Right fourth metatarsal bone
FJ3358	BP13385	FMA24472	Right fifth metacarpal bone
FJ3359	BP13487	FMA24515	Right fifth metatarsal bone
FJ3360	BP12742	FMA24497	Right calcaneus
FJ3361	BP12400	FMA24446	Right capitate
FJ3362	BP12831	FMA13322	Right clavicle
FJ3364	BP13608	FMA24528	Right cuboid bone
FJ3365	BP14617	FMA24474	Right femur
FJ3366	BP12127	FMA24480	Right fibula
FJ3367	BP14774	FMA24448	Right hamate
FJ3368	BP12801	FMA23130	Right humerus
FJ3369	BP12318	FMA54737	Right inferior nasal concha
FJ3370	BP12765	FMA24523	Right intermediate cuneiform bone
FJ3371	BP12564	FMA53645	Right lacrimal bone
FJ3372	BP12577	FMA45097	Sesamoid bone of right foot
FJ3373	BP12556	FMA24525	Right lateral cuneiform bone
FJ3374	BP12835	FMA24437	Right lunate
FJ3375	BP13593	FMA53649	Right maxilla
FJ3376	BP12577	FMA45097	Sesamoid bone of right foot
FJ3377	BP12640	FMA24521	Right medial cuneiform bone
FJ3378	BP13611	FMA53647	Right nasal bone
FJ3379	BP12313	FMA53655	Right palatine bone
FJ3380	BP14677	FMA52788	Right parietal bone
FJ3381	BP14532	FMA24486	Right patella
FJ3382	BP12589	FMA24441	Right pisiform
FJ3383	BP12552	FMA24435	Right scaphoid
FJ3384	BP12761	FMA13395	Right scapula
FJ3385	BP14432	FMA24482	Right talus
FJ3386	BP12672	FMA52738	Right temporal bone
FJ3387	BP13160	FMA24477	Right tibia
FJ3388	BP12431	FMA24443	Right trapezium
FJ3389	BP13418	FMA23725	Right trapezoid
FJ3390	BP12067	FMA24439	Right triquetral
FJ3391	BP12227	FMA23467	Right ulna
FJ3392	BP12595	FMA52892	Right zygomatic bone
FJ3393	BP12785	FMA16202	Sacrum
FJ3394	BP12381	FMA52736	Sphenoid bone
FJ3395	BP12594	FMA9710	Vomer
FJ2386	BP11419	FMA70447	Caudate lobe branch of right hepatic artery
FJ2394	BP11418	FMA71708	Right lobe branch of right hepatic artery
FJ2404	BP13694	FMA15415	Left portal vein
FJ2405	BP11341	FMA15414	Right portal vein
FJ2409	BP14018	FMA15745	Hepatovenous segment VII
FJ2414	BP13698	FMA14340	Middle hepatic vein
FJ2415	BP13699	FMA14339	Left hepatic vein
FJ2416	BP13697	FMA14338	Right hepatic vein
FJ3670	BP14943	FMA49178	Isthmus of thyroid gland
FJ3671	BP14959	FMA13369	Left lobe of thyroid gland
FJ3672	BP14933	FMA13368	Right lobe of thyroid gland
